entity_id,name,tier,county,website,email,phone,notes
mun-city-of-graceville,City of Graceville,municipality,Jackson,https://www.cityofgraceville.com/,gracevilleclerk@wfeca.net,(850) 263-3250,Florida League of Cities directory
mun-town-of-grand-ridge,Town of Grand Ridge,municipality,Jackson,,citymgr@grandridgefl.com,(850) 592-4621,Florida League of Cities directory
mun-town-of-grant-valkaria,Town of Grant-Valkaria,municipality,Brevard,http://www.grantvalkaria.org,clerk@grantvalkaria.org,(321) 951-1380,Florida League of Cities directory
mun-city-of-green-cove-springs,City of Green Cove Springs,municipality,Clay,http://www.greencovesprings.com,ewest@greencovesprings.com,(904) 297-7500,Florida League of Cities directory
mun-city-of-greenacres,City of Greenacres,municipality,Palm Beach,http://www.greenacresfl.gov,qmoorer@greenacresfl.gov,(561) 642-2000,Florida League of Cities directory
mun-town-of-greensboro,Town of Greensboro,municipality,Gadsden,http://greensboro-fl.com/,townofgreensboro@tds.net,(850) 442-6215,Florida League of Cities directory
mun-town-of-greenville,Town of Greenville,municipality,Madison,http://mygreenvillefl.com,clerk@mygreenvillefl.com,(850) 948-2251,Florida League of Cities directory
mun-town-of-greenwood,Town of Greenwood,municipality,Jackson,http://www.townofgreenwoodfl.org,townhall@townofgreenwoodfl.org,(850) 594-1216,Florida League of Cities directory
mun-city-of-gretna,City of Gretna,municipality,Gadsden,http://www.mygretna.com,info@mygretna.com,(850) 856-5257,Florida League of Cities directory
mun-city-of-groveland,City of Groveland,municipality,Lake,http://www.groveland-fl.gov,evelyn.wilson@groveland-fl.gov,(352) 437-9326,Florida League of Cities directory
mun-city-of-gulf-breeze,City of Gulf Breeze,municipality,Santa Rosa,http://cityofgulfbreeze.us,sabell@gulfbreezefl.gov,(850) 934-5115,Florida League of Cities directory
mun-town-of-gulf-stream,Town of Gulf Stream,municipality,Palm Beach,http://www.gulf-stream.org,gdunham@gulf-stream.org,(561) 276-5116,Florida League of Cities directory
mun-city-of-gulfport,City of Gulfport,municipality,Pinellas,http://www.mygulfport.us,tcarrico@mygulfport.us,(727) 893-1000,Florida League of Cities directory
mun-city-of-haines-city,City of Haines City,municipality,Polk,http://www.hainescity.com,sharon.lauther@hainescity.com,(863) 421-3600,Florida League of Cities directory
mun-city-of-hallandale-beach,City of Hallandale Beach,municipality,Broward,http://www.hallandalebeachfl.gov,cityclerkdl@hallandalebeachfl.gov,(954) 457-1489,Florida League of Cities directory
mun-city-of-hampton,City of Hampton,municipality,Bradford,http://www.hamptonfl.com,clerk@hamptonfl.gov,(352) 468-1201,Florida League of Cities directory
mun-town-of-havana,Town of Havana,municipality,Gadsden,http://www.townofhavana.com,manager@townofhavana.com,(850) 539-2820,Florida League of Cities directory
mun-town-of-haverhill,Town of Haverhill,municipality,Palm Beach,http://www.townofhaverhill-fl.gov,tstevens@townofhaverhill-fl.gov,(561) 689-0370,Florida League of Cities directory
mun-city-of-hawthorne,City of Hawthorne,municipality,Alachua,http://www.cityofhawthorne.net,lmcgruder@cityofhawthorne.net,(352) 481-2432,Florida League of Cities directory
mun-city-of-hialeah,City of Hialeah,municipality,Miami-Dade,http://www.hialeahfl.gov,cityclerk@hialeahfl.gov,(305) 883-5820,Florida League of Cities directory
mun-city-of-hialeah-gardens,City of Hialeah Gardens,municipality,Miami-Dade,http://www.cityofhialeahgardens.com,ydelacruz@cityofhialeahgardens.com,(305) 558-4114,Florida League of Cities directory
mun-city-of-high-springs,City of High Springs,municipality,Alachua,http://www.highsprings.us,astone@highsprings.us,(386) 454-1416,Florida League of Cities directory
mun-town-of-highland-beach,Town of Highland Beach,municipality,Palm Beach,http://www.highlandbeach.us,lgaskins@highlandbeach.us,(561) 278-4548,Florida League of Cities directory
mun-village-of-highland-park,Village of Highland Park,municipality,Polk,http://www.highlandpark-fl.org,highlandparkclerk@gmail.com,(863) 455-6518,Florida League of Cities directory
mun-town-of-hillcrest-heights,Town of Hillcrest Heights,municipality,Polk,,townofhillcrestheights@gmail.com,(863) 638-2732,Florida League of Cities directory
mun-town-of-hilliard,Town of Hilliard,municipality,Nassau,http://www.townofhilliard.com,lpurvis@townofhilliard.com,(904) 845-3555,Florida League of Cities directory
mun-town-of-hillsboro-beach,Town of Hillsboro Beach,municipality,Broward,http://www.townofhillsborobeach.com,shenderson@townofhillsborobeach.com,(954) 427-4011,Florida League of Cities directory
mun-city-of-holly-hill,City of Holly Hill,municipality,Volusia,http://www.hollyhillfl.org,vmanning@hollyhillfl.org,(386) 248-9441,Florida League of Cities directory
mun-city-of-hollywood,City of Hollywood,municipality,Broward,http://www.hollywoodfl.org,pcerny@hollywoodfl.org,(954) 921-3211,Florida League of Cities directory
mun-city-of-holmes-beach,City of Holmes Beach,municipality,Manatee,http://www.holmesbeachfl.org,cityclerk@holmesbeachfl.org,(941) 708-5800,Florida League of Cities directory
mun-city-of-homestead,City of Homestead,municipality,Miami-Dade,http://www.homesteadfl.gov,esewell@homesteadfl.gov,(305) 224-4442,Florida League of Cities directory
mun-town-of-horseshoe-beach,Town of Horseshoe Beach,municipality,Dixie,,hbtownclerk@outlook.com,(352) 498-5234,Florida League of Cities directory
mun-town-of-howey-in-the-hills,Town of Howey-in-the-Hills,municipality,Lake,http://www.howey.org,office@howey.org,(352) 324-2290,Florida League of Cities directory
mun-town-of-hypoluxo,Town of Hypoluxo,municipality,Palm Beach,http://www.hypoluxo.org,hypoluxo@hypoluxo.org,(561) 582-0155,Florida League of Cities directory
mun-town-of-indialantic,Town of Indialantic,municipality,Brevard,http://www.indialantic.com,townhall@indialantic.com,(321) 723-2242,Florida League of Cities directory
mun-village-of-indian-creek,Village of Indian Creek,municipality,Miami-Dade,https://www.indiancreekvillagefl.gov/,village@icvps.org,(305) 865-4121,Florida League of Cities directory
mun-city-of-indian-harbour-beach,City of Indian Harbour Beach,municipality,Brevard,http://www.indianharbourbeach.gov,jcoffey@indianharbourbeach.gov,(321) 773-3181,Florida League of Cities directory
mun-town-of-indian-river-shores,Town of Indian River Shores,municipality,Indian River,http://www.irshores.com,townclerk@irshores.com,(772) 231-1771,Florida League of Cities directory
mun-city-of-indian-rocks-beach,City of Indian Rocks Beach,municipality,Pinellas,http://www.indian-rocks-beach.com,lorink@irbcity.com,(727) 595-2517,Florida League of Cities directory
mun-town-of-indian-shores,Town of Indian Shores,municipality,Pinellas,http://www.myindianshores.com,info@myindianshores.com,(727) 595-4020,Florida League of Cities directory
mun-village-of-indiantown,Village of Indiantown,municipality,Martin,http://www.indiantownfl.gov,lmcbride@indiantownfl.gov,(772) 597-9900,Florida League of Cities directory
mun-town-of-inglis,Town of Inglis,municipality,Levy,http://townofinglis.org,townclerk@townofinglis.org,(352) 447-2203,Florida League of Cities directory
mun-town-of-interlachen,Town of Interlachen,municipality,Putnam,http://www.interlachen-fl.gov,jpayne@interlachen-fl.gov,(386) 684-3811,Florida League of Cities directory
mun-city-of-inverness,City of Inverness,municipality,Citrus,http://www.inverness-fl.gov,cityclerk@inverness-fl.gov,(352) 726-2611,Florida League of Cities directory
mun-village-of-islamorada-village-of-islands,"Village of Islamorada, Village of Islands",municipality,Monroe,http://www.islamorada.fl.us,clerk@islamorada.fl.us,(305) 664-6400,Florida League of Cities directory
mun-city-of-jacksonville,City of Jacksonville,municipality,Duval,http://www.coj.net,bowlingk@coj.net,(904) 630-1776,Florida League of Cities directory
mun-city-of-jacksonville-beach,City of Jacksonville Beach,municipality,Duval,http://www.jacksonvillebeach.org,mstaffopoulos@jaxbchfl.net,(904) 247-6268,Florida League of Cities directory
mun-city-of-jacob-city,City of Jacob City,municipality,Jackson,,clerk@jacobcityfl.org,(850) 263-6636,Florida League of Cities directory
mun-city-of-jasper,City of Jasper,municipality,Hamilton,http://www.jasper-fl.com,jaspercm@windstream.net,(386) 792-1212,Florida League of Cities directory
mun-town-of-jay,Town of Jay,municipality,Santa Rosa,http://www.townofjayfl.com,townclerk@townofjay.org,(850) 675-4556,Florida League of Cities directory
mun-town-of-jennings,Town of Jennings,municipality,Hamilton,,jhightower@jennings-fl.com,(386) 938-4131,Florida League of Cities directory
mun-town-of-juno-beach,Town of Juno Beach,municipality,Palm Beach,http://www.juno-beach.fl.us,junobeach@juno-beach.fl.us,(561) 626-1122,Florida League of Cities directory
mun-town-of-jupiter,Town of Jupiter,municipality,Palm Beach,http://www.jupiter.fl.us,frankk@jupiter.fl.us,(561) 746-5134,Florida League of Cities directory
mun-town-of-jupiter-inlet-colony,Town of Jupiter Inlet Colony,municipality,Palm Beach,http://www.jupiterinletcolony.gov,jicolony@bellsouth.net,(561) 746-3787,Florida League of Cities directory
mun-town-of-jupiter-island,Town of Jupiter Island,municipality,Martin,http://www.townofjupiterisland.com,rgarlo@tji.martin.fl.us,(772) 545-0100,Florida League of Cities directory
mun-town-of-kenneth-city,Town of Kenneth City,municipality,Pinellas,http://www.kennethcityfl.org,town57@kennethcityfl.org,(727) 498-8948,Florida League of Cities directory
mun-village-of-key-biscayne,Village of Key Biscayne,municipality,Miami-Dade,http://www.keybiscayne.fl.gov,manager@keybiscayne.fl.gov,(305) 365-5511,Florida League of Cities directory
mun-city-of-key-colony-beach,City of Key Colony Beach,municipality,Monroe,http://www.keycolonybeach.net,cityclerk@keycolonybeach.net,(305) 289-1212,Florida League of Cities directory
mun-city-of-key-west,City of Key West,municipality,Monroe,https://www.cityofkeywest-fl.gov/,csmith@cityofkeywest-fl.gov,(305) 809-3888,Florida League of Cities directory
mun-city-of-keystone-heights,City of Keystone Heights,municipality,Clay,http://www.keystoneheights.us,frontdesk@keystoneheights.us,(352) 473-4807,Florida League of Cities directory
mun-city-of-kissimmee,City of Kissimmee,municipality,Osceola,http://www.kissimmee.gov,mike.steiger@kissimmee.gov,(407) 847-2821,Florida League of Cities directory
mun-town-of-la-crosse,Town of La Crosse,municipality,Alachua,http://townoflacrosse.net,clerk@townoflacrosse.net,(386) 462-2784,Florida League of Cities directory
mun-city-of-labelle,City of LaBelle,municipality,Hendry,http://www.citylabelle.com,tiawarner@citylabelle.com,(863) 675-2872,Florida League of Cities directory
mun-town-of-lady-lake,Town of Lady Lake,municipality,Lake,http://www.ladylake.org,wlawrence@ladylake.org,(352) 751-1501,Florida League of Cities directory
mun-city-of-lake-alfred,City of Lake Alfred,municipality,Polk,http://www.mylakealfred.com,bhines@mylakealfred.com,(863) 291-5270,Florida League of Cities directory
mun-city-of-lake-buena-vista,City of Lake Buena Vista,municipality,Orange,http://www.rcid.org/About/City-of-Lake-Buena-Vista,a.iennaco@cityoflakebuenavistafl.gov,(689) 766-7406,Florida League of Cities directory
mun-city-of-lake-butler,City of Lake Butler,municipality,Union,http://www.cityoflakebutler.com,khayes@cityoflakebutler.com,(386) 496-3401,Florida League of Cities directory
mun-city-of-lake-city,City of Lake City,municipality,Columbia,http://www.lcfla.com,sikesa@lcfla.com,(386) 752-2031,Florida League of Cities directory
mun-town-of-lake-clarke-shores,Town of Lake Clarke Shores,municipality,Palm Beach,https://www.townoflcs.com/,dclark@lakeclarke.org,(561) 964-1515,Florida League of Cities directory
mun-town-of-lake-hamilton,Town of Lake Hamilton,municipality,Polk,http://www.townoflakehamilton.com,brittney@townoflakehamilton.com,(863) 439-1910,Florida League of Cities directory
mun-city-of-lake-helen,City of Lake Helen,municipality,Volusia,http://www.lakehelen.org,levett@lakehelen.org,(386) 228-2121,Florida League of Cities directory
mun-city-of-lake-mary,City of Lake Mary,municipality,Seminole,http://www.lakemaryfl.com,mailbox@lakemaryfl.com,(407) 585-1400,Florida League of Cities directory
mun-town-of-lake-park,Town of Lake Park,municipality,Palm Beach,http://www.lakeparkflorida.gov,vmendez@lakeparkflorida.gov,(561) 881-3300,Florida League of Cities directory
mun-town-of-lake-placid,Town of Lake Placid,municipality,Highlands,http://www.lakeplacidfl.net,townadmin@mylakeplacid.org,(863) 699-3747,Florida League of Cities directory
mun-city-of-lake-wales,City of Lake Wales,municipality,Polk,http://www.lakewalesfl.gov,jslaton@lakewalesfl.gov,(863) 678-4182,Florida League of Cities directory
mun-city-of-lake-worth-beach,City of Lake Worth Beach,municipality,Palm Beach,https://www.lakeworthbeachfl.gov/,mcoyne@lakeworthbeachfl.org,(561) 586-1600,Florida League of Cities directory
mun-city-of-lakeland,City of Lakeland,municipality,Polk,http://www.lakelandgov.net,kelly.koos@lakelandgov.net,(863) 834-6000,Florida League of Cities directory
mun-town-of-lantana,Town of Lantana,municipality,Palm Beach,http://www.lantana.org,kdominguez@lantana.org,(561) 540-5000,Florida League of Cities directory
mun-city-of-largo,City of Largo,municipality,Pinellas,http://www.largo.com,commission@largo.com,(727) 587-6700,Florida League of Cities directory
mun-city-of-lauderdale-lakes,City of Lauderdale Lakes,municipality,Broward,http://www.lauderdalelakes.org,veniceh@lauderdalelakes.org,(954) 535-2700,Florida League of Cities directory
mun-town-of-lauderdale-by-the-sea,Town of Lauderdale-By-The-Sea,municipality,Broward,http://www.lbts-fl.gov,townclerk@lbts-fl.gov,(954) 640-4200,Florida League of Cities directory
mun-city-of-lauderhill,City of Lauderhill,municipality,Broward,http://www.lauderhill-fl.gov,cityclerk@lauderhill-fl.gov,(954) 730-3010,Florida League of Cities directory
mun-city-of-laurel-hill,City of Laurel Hill,municipality,Okaloosa,,clhclerk@fairpoint.net,(850) 652-4441,Florida League of Cities directory
mun-city-of-lawtey,City of Lawtey,municipality,Bradford,,cityoflawtey@embarqmail.com,(904) 782-3454,Florida League of Cities directory
mun-city-of-layton,City of Layton,municipality,Monroe,http://cityoflayton.com,cityhall@cityoflayton.com,(305) 664-4667,Florida League of Cities directory
mun-village-of-lazy-lake,Village of Lazy Lake,municipality,Broward,http://www.lazylakefl.us,admin@lazylakefl.us,(954) 756-3155,Florida League of Cities directory
mun-town-of-lee,Town of Lee,municipality,Madison,http://www.leeflorida.org,leemanager@leeflorida.org,(850) 971-5867,Florida League of Cities directory
mun-city-of-leesburg,City of Leesburg,municipality,Lake,http://www.LeesburgFlorida.gov,citymanager@leesburgflorida.gov,(352) 728-9700,Florida League of Cities directory
mun-city-of-lighthouse-point,City of Lighthouse Point,municipality,Broward,http://www.lighthousepointfl.gov,ksims@lighthousepoint.com,(954) 943-6500,Florida League of Cities directory
mun-city-of-live-oak,City of Live Oak,municipality,Suwannee,http://cityofliveoak.org,jgill@cityofliveoak.org,(386) 362-2276,Florida League of Cities directory
mun-town-of-longboat-key,Town of Longboat Key,municipality,Sarasota,http://www.longboatkey.org,commission@longboatkey.org,(941) 316-1999,Florida League of Cities directory
mun-city-of-longwood,City of Longwood,municipality,Seminole,http://www.longwoodfl.org,cityhall@longwoodfl.org,(407) 260-3440,Florida League of Cities directory
mun-town-of-loxahatchee-groves,Town of Loxahatchee Groves,municipality,Palm Beach,http://www.loxahatcheegrovesfl.gov,lburch@loxahatcheegrovesfl.gov,(561) 793-2418,Florida League of Cities directory
mun-city-of-lynn-haven,City of Lynn Haven,municipality,Bay,http://www.cityoflynnhaven.com,cityhall@cityoflynnhaven.com,(850) 265-2121,Florida League of Cities directory
mun-city-of-macclenny,City of Macclenny,municipality,Baker,http://www.cityofmacclenny.com,citymanager@cityofmacclenny.com,(904) 259-6261,Florida League of Cities directory
mun-city-of-madeira-beach,City of Madeira Beach,municipality,Pinellas,http://www.madeirabeachfl.gov,cvanblargan@madeirabeachfl.gov,(727) 391-9951,Florida League of Cities directory
mun-city-of-madison,City of Madison,municipality,Madison,http://cityofmadisonfl.com,lee.anne.hall@cityofmadisonfl.com,(850) 973-5081,Florida League of Cities directory
mun-city-of-maitland,City of Maitland,municipality,Orange,http://www.itsmymaitland.com,lhollingsworth@maitlandfl.gov,(407) 539-6200,Florida League of Cities directory
mun-town-of-malabar,Town of Malabar,municipality,Brevard,http://townofmalabar.org,townclerk@townofmalabar.org,(321) 727-7764,Florida League of Cities directory
mun-town-of-malone,Town of Malone,municipality,Jackson,,malonetownhall@embarqmail.com,(850) 569-2308,Florida League of Cities directory
mun-town-of-manalapan,Town of Manalapan,municipality,Palm Beach,http://www.manalapan.org,townhall@manalapan.org,(561) 585-9477,Florida League of Cities directory
mun-town-of-mangonia-park,Town of Mangonia Park,municipality,Palm Beach,http://www.tompfl.com,info@tompfl.com,(561) 848-1235,Florida League of Cities directory
mun-city-of-marathon,City of Marathon,municipality,Monroe,http://www.ci.marathon.fl.us,cityofmarathon@ci.marathon.fl.us,(305) 743-0033,Florida League of Cities directory
mun-city-of-marco-island,City of Marco Island,municipality,Collier,http://www.cityofmarcoisland.com,jtaylor@cityofmarcoisland.com,(239) 389-5000,Florida League of Cities directory
mun-city-of-margate,City of Margate,municipality,Broward,http://www.margatefl.com,jjohnson@margatefl.com,(954) 972-6454,Florida League of Cities directory
mun-city-of-marianna,City of Marianna,municipality,Jackson,http://www.mariannafl.city,kapplewhite@mariannafl.city,(850) 482-4353,Florida League of Cities directory
mun-town-of-marineland,Town of Marineland,municipality,Flagler,,clerk@townofmarineland.org,(904) 461-4005,Florida League of Cities directory
mun-city-of-mary-esther,City of Mary Esther,municipality,Okaloosa,http://www.cityofmaryesther.com,aclk@cityofmaryesther.com,(850) 243-3566,Florida League of Cities directory
mun-city-of-mascotte,City of Mascotte,municipality,Lake,http://www.cityofmascotte.com,stephanie.abrams@cityofmascotte.com,(352) 557-8888,Florida League of Cities directory
mun-town-of-mayo,Town of Mayo,municipality,,,townmayoinfo@windstream.net,(386) 294-1551,Florida League of Cities directory
mun-town-of-mcintosh,Town of McIntosh,municipality,Marion,http://www.townofmcintosh.org,contact@townofmcintosh.org,(352) 591-1047,Florida League of Cities directory
mun-town-of-medley,Town of Medley,municipality,Miami-Dade,http://www.townofmedley.com,vmartinez@townofmedley.com,(305) 887-9541,Florida League of Cities directory
mun-city-of-melbourne,City of Melbourne,municipality,Brevard,http://www.melbourneflorida.org,city.hall@mlbfl.org,(321) 608-7000,Florida League of Cities directory
mun-town-of-melbourne-beach,Town of Melbourne Beach,municipality,Brevard,http://www.melbournebeachfl.org,office@melbournebeachfl.org,(321) 724-5860,Florida League of Cities directory
mun-town-of-melbourne-village,Town of Melbourne Village,municipality,Brevard,http://www.melbournevillage.org,town@melbournevillage.org,(321) 723-8300,Florida League of Cities directory
mun-city-of-mexico-beach,City of Mexico Beach,municipality,Bay,http://www.mexicobeachgov.com,c.truitt@mexicobeachfl.gov,(850) 648-5700,Florida League of Cities directory
mun-city-of-miami,City of Miami,municipality,Miami-Dade,https://www.miamigov.com/Home,communications@miamigov.com,(305) 250-5400,Florida League of Cities directory
mun-city-of-miami-beach,City of Miami Beach,municipality,Miami-Dade,http://www.miamibeachfl.gov,rafaelgranado@miamibeachfl.gov,(305) 673-7000,Florida League of Cities directory
mun-city-of-miami-gardens,City of Miami Gardens,municipality,Miami-Dade,http://www.miamigardens-fl.gov,vnelson@miamigardens-fl.gov,(305) 622-8000,Florida League of Cities directory
mun-town-of-miami-lakes,Town of Miami Lakes,municipality,Miami-Dade,http://www.miamilakes-fl.gov,inguanzog@miamilakes-fl.gov,(305) 364-6100,Florida League of Cities directory
mun-village-of-miami-shores-village,Village of Miami Shores Village,municipality,Miami-Dade,https://www.miamishoresvillage.com/,rodriguezy@msvfl.gov,(305) 795-2207,Florida League of Cities directory
mun-city-of-miami-springs,City of Miami Springs,municipality,Miami-Dade,http://www.miamisprings-fl.gov,gonzaleze@miamisprings-fl.gov,(305) 805-5006,Florida League of Cities directory
mun-miami-dade-county,Miami-Dade County,municipality,Miami-Dade,http://www.miamidade.gov,,(305) 375-5071,Florida League of Cities directory
mun-town-of-micanopy,Town of Micanopy,municipality,Alachua,https://micanopytown.com/,townhall@micanopytown.com,(352) 466-3121,Florida League of Cities directory
mun-city-of-midway,City of Midway,municipality,Gadsden,http://mymidwayfl.com,fharrell@midwayfl.com,(850) 574-2355,Florida League of Cities directory | MFMP-registered (VIP org id 50000013)
mun-city-of-milton,City of Milton,municipality,Santa Rosa,http://www.miltonfl.org,cityclerk@mymiltonflorida.com,(850) 983-5411,Florida League of Cities directory
mun-city-of-minneola,City of Minneola,municipality,Lake,http://www.minneola.us,kthompson@minneola.us,(352) 394-3598,Florida League of Cities directory
mun-city-of-miramar,City of Miramar,municipality,Broward,http://www.miramarfl.gov,clerksoffice@miramarfl.gov,(954) 602-3000,Florida League of Cities directory
mun-city-of-monticello,City of Monticello,municipality,Jefferson,http://www.cityofmonticello.us,cityclerk@mymonticello.net,(850) 342-0292,Florida League of Cities directory
mun-town-of-montverde,Town of Montverde,municipality,Lake,http://www.mymontverde.com,townhall@mymontverde.com,(407) 469-2681,Florida League of Cities directory | MFMP-registered (VIP org id 50000021)
mun-city-of-moore-haven,City of Moore Haven,municipality,Glades,http://www.moorehaven.org,ashleywills@moorehaven.org,(863) 946-0711,Florida League of Cities directory
mun-city-of-mount-dora,City of Mount Dora,municipality,Lake,http://ci.mount-dora.fl.us,handj@mountdora.gov,(352) 735-7100,Florida League of Cities directory
mun-city-of-mulberry,City of Mulberry,municipality,Polk,http://www.cityofmulberryfl.com,jgarcia@cityofmulberryfl.com,(863) 425-1125,Florida League of Cities directory
mun-city-of-naples,City of Naples,municipality,Collier,http://www.naplesgov.com,council1@naplesgov.com,(239) 213-1000,Florida League of Cities directory
mun-city-of-neptune-beach,City of Neptune Beach,municipality,Duval,http://ci.neptune-beach.fl.us,cm@nbfl.us,(904) 270-2400,Florida League of Cities directory
mun-city-of-new-port-richey,City of New Port Richey,municipality,Pasco,http://www.cityofnewportrichey.org,meyersj@cityofnewportrichey.org,(727) 853-1016,Florida League of Cities directory
mun-city-of-new-smyrna-beach,City of New Smyrna Beach,municipality,Volusia,http://www.cityofnsb.com,staylor-harding@cityofnsb.com,(386) 410-2600,Florida League of Cities directory
mun-city-of-newberry,City of Newberry,municipality,Alachua,http://www.newberryfl.gov,cityclerk@newberryfl.gov,(352) 472-2161,Florida League of Cities directory
mun-city-of-niceville,City of Niceville,municipality,Okaloosa,http://www.nicevillefl.gov,ddoucet@nicevillefl.gov,(850) 729-4008,Florida League of Cities directory
mun-town-of-noma,Town of Noma,municipality,Holmes,http://www.nomafl.com,nomatownhall@outlook.com,(850) 768-4632,Florida League of Cities directory
mun-city-of-north-bay-village,City of North Bay Village,municipality,Miami-Dade,http://www.northbayvillage-fl.gov,villageclerk@nbvillage.com,(305) 756-7171,Florida League of Cities directory
mun-city-of-north-lauderdale,City of North Lauderdale,municipality,Broward,http://www.nlauderdale.org,egbeckford@nlauderdale.org,(954) 722-0900,Florida League of Cities directory
mun-city-of-north-miami,City of North Miami,municipality,Miami-Dade,http://www.northmiamifl.gov,citymanager@northmiamifl.gov,(305) 893-6511,Florida League of Cities directory
mun-city-of-north-miami-beach,City of North Miami Beach,municipality,Miami-Dade,http://www.citynmb.com,nmbmgr@citynmb.com,(305) 947-7581,Florida League of Cities directory
mun-village-of-north-palm-beach,Village of North Palm Beach,municipality,Palm Beach,http://www.village-npb.org,jgreen@village-npb.org,(561) 841-3355,Florida League of Cities directory
mun-city-of-north-port,City of North Port,municipality,Sarasota,http://www.northportfl.gov,hfaust@northportfl.gov,(941) 429-7000,Florida League of Cities directory | MFMP-registered (VIP org id 50000019)
mun-town-of-north-redington-beach,Town of North Redington Beach,municipality,Pinellas,http://www.townofnorthredingtonbeach.com,nrb.fl@townofnorthredingtonbeach.com,(727) 391-4848,Florida League of Cities directory
mun-city-of-oak-hill,City of Oak Hill,municipality,Volusia,http://www.oakhillfl.gov,cityhall@oakhillfl.gov,(386) 345-3522,Florida League of Cities directory
mun-town-of-oakland,Town of Oakland,municipality,Orange,http://www.oaklandfl.gov,ehui@oaklandfl.gov,(407) 656-1117,Florida League of Cities directory
mun-city-of-oakland-park,City of Oakland Park,municipality,Broward,http://www.oaklandparkfl.gov,davidh@oaklandparkfl.gov,(954) 630-4200,Florida League of Cities directory
mun-city-of-ocala,City of Ocala,municipality,Marion,http://www.ocalafl.gov,cityhall@ocalafl.gov,(352) 629-2489,Florida League of Cities directory
mun-town-of-ocean-breeze,Town of Ocean Breeze,municipality,Martin,http://townofoceanbreeze.org/,townclerk@townofoceanbreeze.org,(772) 334-6826,Florida League of Cities directory
mun-town-of-ocean-ridge,Town of Ocean Ridge,municipality,Palm Beach,http://www.oceanridge.gov,info@oceanridge.gov,(561) 732-2635,Florida League of Cities directory
mun-city-of-ocoee,City of Ocoee,municipality,Orange,http://www.ocoee.org,sseaver@ocoee.org,(407) 905-3100,Florida League of Cities directory
mun-city-of-okeechobee,City of Okeechobee,municipality,Okeechobee,http://www.cityofokeechobee.com,gritter@cityofokeechobee.com,(863) 763-3372,Florida League of Cities directory
mun-city-of-oldsmar,City of Oldsmar,municipality,Pinellas,http://www.myoldsmar.com,fdonnelly@myoldsmar.com,(813) 749-1100,Florida League of Cities directory
mun-city-of-opa-locka,City of Opa-locka,municipality,Miami-Dade,http://www.opalockafl.gov,jflores@opalockafl.gov,(305) 953-2868,Florida League of Cities directory
mun-city-of-orange-city,City of Orange City,municipality,Volusia,http://www.orangecityfl.gov,cityclerk@orangecityfl.com,(386) 775-5400,Florida League of Cities directory
mun-town-of-orange-park,Town of Orange Park,municipality,Clay,http://www.townoforangepark.com,crusso@townop.com,(904) 264-9565,Florida League of Cities directory | MFMP-registered (VIP org id 50000000)
mun-town-of-orchid,Town of Orchid,municipality,Indian River,http://www.townoforchid.com,townmanager@townoforchid.com,(772) 581-2770,Florida League of Cities directory
mun-city-of-orlando,City of Orlando,municipality,Orange,http://www.orlando.gov,kevin.edmonds@cityoforlando.net,(407) 246-2251,Florida League of Cities directory
mun-city-of-ormond-beach,City of Ormond Beach,municipality,Volusia,http://www.ormondbeach.org,jessica.otero@ormondbeach.org,(386) 676-3200,Florida League of Cities directory
mun-town-of-otter-creek,Town of Otter Creek,municipality,Levy,,ottercreektownha@bellsouth.net,(352) 486-4766,Florida League of Cities directory
mun-city-of-oviedo,City of Oviedo,municipality,Seminole,http://www.cityofoviedo.net,bcobb@cityofoviedo.net,(407) 971-5555,Florida League of Cities directory
mun-city-of-pahokee,City of Pahokee,municipality,Palm Beach,http://www.cityofpahokee.com,nclarke@cityofpahokee.com,(561) 924-5534,Florida League of Cities directory
mun-city-of-palatka,City of Palatka,municipality,Putnam,http://www.palatka-fl.gov,clerk@palatka-fl.gov,(386) 329-0100,Florida League of Cities directory
mun-city-of-palm-bay,City of Palm Bay,municipality,Brevard,http://www.palmbayflorida.org,palmbay@palmbayflorida.org,(321) 952-3400,Florida League of Cities directory
mun-town-of-palm-beach,Town of Palm Beach,municipality,Palm Beach,http://www.townofpalmbeach.com,townmanager@townofpalmbeach.com,(561) 838-5400,Florida League of Cities directory
mun-city-of-palm-beach-gardens,City of Palm Beach Gardens,municipality,Palm Beach,http://www.pbgfl.com,psnider@pbgfl.com,(561) 799-4100,Florida League of Cities directory
mun-town-of-palm-beach-shores,Town of Palm Beach Shores,municipality,Palm Beach,http://www.palmbeachshoresfl.us,news@pbstownhall.org,(561) 844-3457,Florida League of Cities directory
mun-city-of-palm-coast,City of Palm Coast,municipality,Flagler,http://www.palmcoastgov.com,kiannotti@palmcoastgov.com,(386) 986-2360,Florida League of Cities directory
mun-town-of-palm-shores,Town of Palm Shores,municipality,Brevard,http://www.townofpalmshores.org,mayor@townofpalmshores.org,(321) 242-4555,Florida League of Cities directory
mun-village-of-palm-springs,Village of Palm Springs,municipality,Palm Beach,http://www.vpsfl.org,kwynn@vpsfl.org,(561) 584-8200,Florida League of Cities directory
mun-city-of-palmetto,City of Palmetto,municipality,Manatee,http://www.palmettofl.org,jfreeman@palmettofl.org,(941) 723-4570,Florida League of Cities directory
mun-village-of-palmetto-bay,Village of Palmetto Bay,municipality,Miami-Dade,http://www.palmettobay-fl.gov,marocha@palmettobay-fl.gov,(305) 259-1234,Florida League of Cities directory
